filename,risk_sum
Brusko_23896_TCRB.tsv,-0.07190147040074674
Brusko_23920_TCRB.tsv,-0.07196702286282392
Brusko_23958_TCRB.tsv,-0.07464047546711365
Brusko_23998_TCRB.tsv,-0.06286596828526933
Brusko_24000_TCRB.tsv,-0.0677900136128505
Brusko_24002_TCRB.tsv,-0.06862496250407654
Brusko_24034_TCRB.tsv,-0.07103330322736069
Brusko_24036_TCRB.tsv,-0.057848177192736536
Brusko_2406_TCRB.tsv,-0.05736265803580536
Brusko_24074_TCRB.tsv,-0.06388805664125143
Brusko_2408_TCRB.tsv,-0.058565339418140655
